Date and Time,Voltage,TotalCurrent,Tank Mode: Left Y Axis,Tank Mode: Right Y Axis,Arcade Mode: Speed (1 to -1),Arcade Mode: Right X Axis,Drive Mode,UpperLimitSwitchState,LowerLimitSwitchState,StackerEncoderDistance,StackerMotorValue,Claw Pressure,Left Drive Speed,Right Drive Speed,X-position,Y-position,Heading,Traveled
20150210_055219197,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055220009,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055220821,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055221633,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055222445,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055223258,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055224070,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055224883,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055225695,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055226508,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055227314,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055228118,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055228930,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055229724,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055230537,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055231342,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055232155,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055232967,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055233780,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055234593,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055235383,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055236196,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055237008,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055237821,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055238633,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055239446,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055240252,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055241064,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055241877,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055242681,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055243476,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055244288,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055245086,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055245898,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055246711,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055247523,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055248317,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055249120,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055249932,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055250745,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055251554,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055252366,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055253179,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055253991,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055254804,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055255613,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055256418,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055257230,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055258034,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055258846,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055259658,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055300452,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055301265,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055302059,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055302871,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055303684,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055304491,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055305304,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055306116,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055306929,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055307734,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055308547,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055309359,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055310167,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055310979,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055311792,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055312604,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055313417,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055314210,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055315023,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055315821,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055316616,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055317431,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055318243,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055319045,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055319858,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055320670,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055321483,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055322295,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055323108,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055323919,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055324724,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055325537,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055326349,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055327162,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055327974,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055328787,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055329599,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055330412,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055331208,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055332010,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055332822,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055333635,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055334447,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055335249,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055336061,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055336871,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055337684,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055338491,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055339294,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055340106,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055340919,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055341731,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055342544,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055343356,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055344169,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055344971,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055345774,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055346571,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055347377,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055348190,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055349002,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055349804,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055350616,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055351429,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055352238,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055353051,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055353863,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055354676,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055355481,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055356293,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055357103,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055357916,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055358728,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055359538,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055400352,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055401161,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055401942,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055402750,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055403557,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055404369,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055405182,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055405975,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055406783,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055407595,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055408408,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055409220,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055410033,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055410845,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055411634,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055412446,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055413261,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055414074,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055414886,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055415680,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055416493,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055417294,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055418104,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055418916,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055419721,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055420525,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055421327,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055422139,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055422952,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055423764,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055424577,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055425389,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055426202,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055427006,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055427811,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055428624,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055429436,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055430249,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055431061,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055431874,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055432675,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055433469,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055434269,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055435077,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055435893,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055436701,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055437513,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055438323,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055439135,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055439948,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055440760,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055441565,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055442378,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055443184,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055443996,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055444809,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055445621,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055446423,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055447235,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055448048,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055448865,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055449677,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055450490,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055451295,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055452099,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055452911,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055453724,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055454536,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055455352,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055456165,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055456977,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055457790,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055458584,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055459394,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055500207,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055501019,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055501832,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055502637,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055503430,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055504224,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055505034,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055505847,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055506659,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055507465,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055508266,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055509080,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055509893,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055510705,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055511518,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055512330,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055513143,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055513955,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055514768,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055515574,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055516387,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055517192,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055518005,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055518818,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055519615,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055520428,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055521240,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055522053,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055522867,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055523646,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055524459,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055525253,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055526065,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055526878,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055527691,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055528503,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055529316,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055530128,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055530938,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055531742,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055532555,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055533367,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055534173,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055534978,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055535791,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055536603,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055537409,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055538221,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055539008,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055539824,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055540637,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055541449,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055542262,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055543074,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055543887,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055544702,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055545514,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055546324,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055547133,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055547942,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055548744,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055549556,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055550352,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055551162,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055551975,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055552787,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055553589,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055554401,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055555206,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055556019,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055556831,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055557644,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
